accepted,deg_sorted,energy,proposals,step,topology
6639,"[1, 1, 2, 2, 2]",3.5361703147698216,7651,7650,n_pentane
6649,"[1, 1, 1, 2, 3]",3.610983723046882,7661,7660,isopentane
6655,"[1, 1, 2, 2, 2]",3.5361703147698216,7671,7670,n_pentane
6661,"[1, 1, 1, 2, 3]",3.610983723046882,7681,7680,isopentane
6670,"[1, 1, 2, 2, 2]",3.5361703147698216,7691,7690,n_pentane
6679,"[1, 1, 2, 2, 2]",3.5361703147698216,7701,7700,n_pentane
6688,"[1, 1, 1, 1, 4]",3.139857080327591,7711,7710,neopentane
6698,"[1, 1, 2, 2, 2]",3.5361703147698216,7721,7720,n_pentane
6706,"[1, 1, 2, 2, 2]",3.5361703147698216,7731,7730,n_pentane
6715,"[1, 1, 2, 2, 2]",3.5361703147698216,7741,7740,n_pentane
6721,"[1, 1, 1, 2, 3]",3.610983723046882,7751,7750,isopentane
6728,"[1, 1, 2, 2, 2]",3.5361703147698216,7761,7760,n_pentane
6737,"[1, 1, 1, 1, 4]",3.139857080327591,7771,7770,neopentane
6747,"[1, 1, 2, 2, 2]",3.5361703147698216,7781,7780,n_pentane
6757,"[1, 1, 1, 2, 3]",3.610983723046882,7791,7790,isopentane
6766,"[1, 1, 2, 2, 2]",3.5361703147698216,7801,7800,n_pentane
6774,"[1, 1, 1, 2, 3]",3.610983723046882,7811,7810,isopentane
6782,"[1, 1, 1, 2, 3]",3.610983723046882,7821,7820,isopentane
6790,"[1, 1, 1, 1, 4]",3.139857080327591,7831,7830,neopentane
6798,"[1, 1, 2, 2, 2]",3.5361703147698216,7841,7840,n_pentane
6805,"[1, 1, 2, 2, 2]",3.5361703147698216,7851,7850,n_pentane
6812,"[1, 1, 1, 2, 3]",3.610983723046882,7861,7860,isopentane
6822,"[1, 1, 1, 2, 3]",3.610983723046882,7871,7870,isopentane
6832,"[1, 1, 2, 2, 2]",3.5361703147698216,7881,7880,n_pentane
6841,"[1, 1, 1, 2, 3]",3.610983723046882,7891,7890,isopentane
6850,"[1, 1, 1, 2, 3]",3.610983723046882,7901,7900,isopentane
6859,"[1, 1, 2, 2, 2]",3.5361703147698216,7911,7910,n_pentane
6867,"[1, 1, 2, 2, 2]",3.5361703147698216,7921,7920,n_pentane
6875,"[1, 1, 1, 2, 3]",3.610983723046882,7931,7930,isopentane
6882,"[1, 1, 2, 2, 2]",3.5361703147698216,7941,7940,n_pentane
6891,"[1, 1, 2, 2, 2]",3.5361703147698216,7951,7950,n_pentane
6900,"[1, 1, 2, 2, 2]",3.5361703147698216,7961,7960,n_pentane
6910,"[1, 1, 2, 2, 2]",3.5361703147698216,7971,7970,n_pentane
6919,"[1, 1, 1, 2, 3]",3.610983723046882,7981,7980,isopentane
6926,"[1, 1, 2, 2, 2]",3.5361703147698216,7991,7990,n_pentane
6936,"[1, 1, 1, 2, 3]",3.610983723046882,8001,8000,isopentane
6944,"[1, 1, 1, 2, 3]",3.610983723046882,8011,8010,isopentane
6952,"[1, 1, 1, 2, 3]",3.610983723046882,8021,8020,isopentane
6962,"[1, 1, 1, 2, 3]",3.610983723046882,8031,8030,isopentane
6972,"[1, 1, 2, 2, 2]",3.5361703147698216,8041,8040,n_pentane
6981,"[1, 1, 2, 2, 2]",3.5361703147698216,8051,8050,n_pentane
6987,"[1, 1, 2, 2, 2]",3.5361703147698216,8061,8060,n_pentane
6996,"[1, 1, 1, 2, 3]",3.610983723046882,8071,8070,isopentane
7006,"[1, 1, 1, 2, 3]",3.610983723046882,8081,8080,isopentane
7015,"[1, 1, 2, 2, 2]",3.5361703147698216,8091,8090,n_pentane
7022,"[1, 1, 2, 2, 2]",3.5361703147698216,8101,8100,n_pentane
7030,"[1, 1, 2, 2, 2]",3.5361703147698216,8111,8110,n_pentane
7039,"[1, 1, 1, 2, 3]",3.610983723046882,8121,8120,isopentane
7047,"[1, 1, 2, 2, 2]",3.5361703147698216,8131,8130,n_pentane
7055,"[1, 1, 1, 2, 3]",3.610983723046882,8141,8140,isopentane
7062,"[1, 1, 1, 2, 3]",3.610983723046882,8151,8150,isopentane
7071,"[1, 1, 1, 2, 3]",3.610983723046882,8161,8160,isopentane
7077,"[1, 1, 1, 1, 4]",3.139857080327591,8171,8170,neopentane
7086,"[1, 1, 1, 2, 3]",3.610983723046882,8181,8180,isopentane
7093,"[1, 1, 2, 2, 2]",3.5361703147698216,8191,8190,n_pentane
7102,"[1, 1, 1, 2, 3]",3.610983723046882,8201,8200,isopentane
7111,"[1, 1, 2, 2, 2]",3.5361703147698216,8211,8210,n_pentane
7120,"[1, 1, 2, 2, 2]",3.5361703147698216,8221,8220,n_pentane
7128,"[1, 1, 2, 2, 2]",3.5361703147698216,8231,8230,n_pentane
7137,"[1, 1, 1, 2, 3]",3.610983723046882,8241,8240,isopentane
7144,"[1, 1, 2, 2, 2]",3.5361703147698216,8251,8250,n_pentane
7153,"[1, 1, 2, 2, 2]",3.5361703147698216,8261,8260,n_pentane
7160,"[1, 1, 1, 2, 3]",3.610983723046882,8271,8270,isopentane
7169,"[1, 1, 2, 2, 2]",3.5361703147698216,8281,8280,n_pentane
7176,"[1, 1, 1, 2, 3]",3.610983723046882,8291,8290,isopentane
7183,"[1, 1, 2, 2, 2]",3.5361703147698216,8301,8300,n_pentane
7192,"[1, 1, 1, 2, 3]",3.610983723046882,8311,8310,isopentane
7201,"[1, 1, 2, 2, 2]",3.5361703147698216,8321,8320,n_pentane
7208,"[1, 1, 2, 2, 2]",3.5361703147698216,8331,8330,n_pentane
7218,"[1, 1, 1, 2, 3]",3.610983723046882,8341,8340,isopentane
7227,"[1, 1, 1, 2, 3]",3.610983723046882,8351,8350,isopentane
7236,"[1, 1, 1, 2, 3]",3.610983723046882,8361,8360,isopentane
7246,"[1, 1, 1, 2, 3]",3.610983723046882,8371,8370,isopentane
7256,"[1, 1, 1, 2, 3]",3.610983723046882,8381,8380,isopentane
7264,"[1, 1, 1, 2, 3]",3.610983723046882,8391,8390,isopentane
7273,"[1, 1, 2, 2, 2]",3.5361703147698216,8401,8400,n_pentane
7280,"[1, 1, 2, 2, 2]",3.5361703147698216,8411,8410,n_pentane
7290,"[1, 1, 2, 2, 2]",3.5361703147698216,8421,8420,n_pentane
7300,"[1, 1, 1, 2, 3]",3.610983723046882,8431,8430,isopentane
7309,"[1, 1, 1, 2, 3]",3.610983723046882,8441,8440,isopentane
7317,"[1, 1, 1, 2, 3]",3.610983723046882,8451,8450,isopentane
7326,"[1, 1, 2, 2, 2]",3.5361703147698216,8461,8460,n_pentane
